image,label,image1,pixel_weight,image_weight
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_188_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_188_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_188_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_188_t2.nii.gz,0.15625539679276315
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_5_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_5_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_5_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_5_t2.nii.gz,0.1567154822246061
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_124_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_124_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_124_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_124_t2.nii.gz,0.19643537203470865
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_213_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_213_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_213_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_213_t2.nii.gz,0.1969444990158081
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_75_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_75_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_75_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_75_t2.nii.gz,0.1980783614344479
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_248_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_248_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_248_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_248_t2.nii.gz,0.20130807435054476
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_242_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_242_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_242_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_242_t2.nii.gz,0.20319978560524427
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_192_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_192_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_192_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_192_t2.nii.gz,0.20343789342324692
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_59_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_59_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_59_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_59_t2.nii.gz,0.20651877482844547
/data2/jianghao/FPL-UDA/vs_data/T2_train/img/vs_gk_205_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/results/unet_2D5dcbn_vs_t1_faket2_twostage_double_trainalal_eval/vs_gk_205_t2.nii.gz,/data2/jianghao/FPL-UDA/vs_data/T2_train/img_n/vs_gk_205_t2.nii.gz,/data2/jianghao/VS/vs_seg2021/script/FPL-UDA/nii/vs_gk_205_t2.nii.gz,0.21040603726409202
